OTU,SITE,Type,Abundance,Class,Order,Family,Genus,Species
ASV838,JER,DA,5.72E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,JER,LA,4.61E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,VOL,CL,0.00487013, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,VOL,DA,3.54E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,VOL,MO,2.63E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,VOL,PT,1.97E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,VOL,LA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,WHS,CL,0.00825423, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,WHS,LA,0.004232569, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,WHS,MO,0.004175365, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,WHS,DA,0.003448276, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,WHS,PT,0.002930096, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV87,VOL,MO,0.004210526, Cyanobacteriia,Synechococcales,Trichocoleusaceae,Trichocoleus,Trichocoleus desertorum
ASV87,WHS,DA,0.007356322, Cyanobacteriia,Synechococcales,Trichocoleusaceae,Trichocoleus,Trichocoleus desertorum
ASV87,WHS,PT,0.007115948, Cyanobacteriia,Synechococcales,Trichocoleusaceae,Trichocoleus,Trichocoleus desertorum
ASV87,WHS,CL,0.005777961, Cyanobacteriia,Synechococcales,Trichocoleusaceae,Trichocoleus,Trichocoleus desertorum
ASV87,WHS,LA,0.005569169, Cyanobacteriia,Synechococcales,Trichocoleusaceae,Trichocoleus,Trichocoleus desertorum
ASV8823,AMT,LA,0.001265556, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya ,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV8823,AMT,PT,6.68E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya ,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV8823,AMT,CL,4.65E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya ,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV8823,AMT,MO,2.63E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya ,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV8823,AMT,DA,1.98E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya ,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV954,AMT,CL,0.009291521, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,AMT,DA,0.008113992, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,AMT,PT,0.006237469, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,AMT,LA,0.005062223, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,JER,MO,9.07E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,JER,LA,6.91E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,JER,CL,0, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,JER,DA,0, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,JER,PT,0, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,VOL,PT,0.0029615, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,VOL,CL,0.002435065, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,VOL,LA,0.001421897, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,VOL,DA,0.001062323, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,VOL,MO,0, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,WHS,LA,0.002227668, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,WHS,MO,0.001391788, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,WHS,PT,6.28E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,WHS,DA,4.60E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV954,WHS,CL,2.06E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
